,Year,Make,Weighted_Rating
326,2008,BMW,4.321422059110001
327,2008,Buick,4.096618660204119
328,2008,Cadillac,4.296703204219094
329,2008,Chevrolet,4.205353697386271
330,2008,Chrysler,4.057329934984108
331,2008,Dodge,3.988558125635759
332,2008,Ford,4.29121669550954
333,2008,GMC,4.053370959291965
334,2008,Honda,4.218745568005417
335,2008,Hyundai,4.305091861271499
336,2008,INFINITI,4.6045940597973685
337,2008,Jeep,3.996819982353216
338,2008,Kia,4.305772518566067
339,2008,Land,4.251055157309318
340,2008,Lexus,4.534963802746826
341,2008,Lincoln,4.473232885809615
342,2008,MINI,4.237608602359744
343,2008,Mazda,4.389972684241186
344,2008,Mercedes,4.511476178745878
345,2008,Mercury,4.452094705578997
346,2008,Mitsubishi,4.358190161415847
347,2008,Nissan,4.30975134895516
348,2008,Pontiac,4.434026389431357
349,2008,Porsche,4.518790542005199
350,2008,Subaru,4.341692318961211
351,2008,Suzuki,4.244205274172418
352,2008,Toyota,4.429905262466859
353,2008,Volkswagen,4.429732972572267
354,2008,Volvo,4.418163932181256
355,2009,Acura,4.461959729808156
356,2009,Audi,4.355355632599662
357,2009,BMW,4.459124643396805
358,2009,Buick,4.197490893110889
359,2009,Cadillac,4.341684941716467
360,2009,Chevrolet,4.064546529864989
361,2009,Chrysler,4.2535016509533845
362,2009,Dodge,4.428672498268039
363,2009,Ford,4.353216503757891
364,2009,GMC,4.079445545178702
365,2009,Honda,4.287527221479205
366,2009,Hyundai,4.420342268237699
367,2009,INFINITI,4.534185068091418
368,2009,Jeep,4.235800158445004
369,2009,Kia,4.3559262511820265
370,2009,Lexus,4.481058952537023
371,2009,Lincoln,4.3252281176769705
372,2009,MINI,4.241470427502989
373,2009,Mazda,4.392403017989753
374,2009,Mercedes,4.393877336505051
375,2009,Mercury,4.409126105624736
376,2009,Mitsubishi,4.468120986874788
377,2009,Nissan,4.275845355566847
378,2009,Pontiac,4.414333848615796
379,2009,Subaru,4.279271666632421
380,2009,Suzuki,4.28983503214044
381,2009,Toyota,4.286849900357722
382,2009,Volkswagen,4.189056018207924
383,2009,Volvo,4.3887292582653545
384,2010,Acura,4.493739629132678
385,2010,Audi,4.532743529075514
386,2010,BMW,4.386315161415847
387,2010,Buick,4.1990165306998755
388,2010,Cadillac,4.323033989840134
389,2010,Chevrolet,4.0902621320917785
390,2010,Chrysler,4.240949175850394
391,2010,Dodge,4.404655604408189
392,2010,Ford,4.313985338500591
393,2010,GMC,3.946346461392056
394,2010,Honda,4.286295468663694
395,2010,Hyundai,4.333127355108566
396,2010,INFINITI,4.449983731972827
397,2010,Jeep,4.27862127873844
398,2010,Kia,4.390211062990612
399,2010,Land,4.279095748028812
400,2010,Lexus,4.528358987359506
401,2010,Lincoln,4.4982765984230495
402,2010,Mazda,4.462914478957497
403,2010,Mercedes,4.361100136648336
404,2010,Mercury,4.46842005768847
405,2010,Mitsubishi,4.354258848911994
406,2010,Nissan,4.397353312187424
407,2010,Subaru,4.209421772171691
408,2010,Toyota,4.34215560919322
409,2010,Volkswagen,4.3829807455148035
410,2010,Volvo,4.440223033566101
411,2011,Acura,4.340256826530662
412,2011,Audi,4.371934356313297
413,2011,BMW,4.132606831203931
414,2011,Buick,4.2361482887521795
415,2011,Cadillac,4.26075202099466
416,2011,Chevrolet,3.727818424274992
417,2011,Chrysler,4.1196013529735
418,2011,Dodge,4.1935915850710375
419,2011,Ford,4.11439169851024
420,2011,GMC,3.6429167463177
421,2011,Honda,4.183028306523341
422,2011,Hyundai,4.151933692530235
423,2011,INFINITI,4.399564232858037
424,2011,Jeep,4.0300943490988
425,2011,Kia,4.2214186944120735
426,2011,Lexus,4.4247306052391595
427,2011,Mazda,4.353718234906497
428,2011,Mercedes,4.258146333277841
429,2011,Nissan,4.213564574157826
430,2011,Subaru,4.093641748174529
431,2011,Toyota,4.285183265620547
432,2011,Volkswagen,4.208107865085234
433,2011,Volvo,4.443461976878037
434,2012,Acura,4.2875374513590625
435,2012,Audi,4.32400898860714
436,2012,BMW,4.13951558908405
437,2012,Buick,4.186555919473255
438,2012,Chevrolet,3.9876644016825864
439,2012,Chrysler,4.231687081234492
440,2012,Dodge,4.1849278145564845
441,2012,FIAT,3.869715008700373
442,2012,Ford,3.639936755497691
443,2012,GMC,4.004413323390953
444,2012,Honda,4.124073256715204
445,2012,Hyundai,3.991080167555889
446,2012,Jeep,4.202389227766381
447,2012,Kia,4.176054766047797
448,2012,Lexus,4.383441935693078
449,2012,Mazda,4.330749518354127
450,2012,Mercedes,4.332393148907393
451,2012,Nissan,4.007141634858201
452,2012,Subaru,3.97686935497627
453,2012,Toyota,4.189618795328352
454,2012,Volkswagen,4.278995588610002
455,2012,Volvo,4.309290059454444
456,2013,Acura,4.318985754086294
457,2013,Audi,4.42202070781221
458,2013,BMW,4.28534203845845
459,2013,Buick,4.300999243127913
460,2013,Chevrolet,4.075400514627956
461,2013,Dodge,3.8725645007394736
462,2013,Ford,3.8180121247520344
463,2013,Honda,4.172551497316874
464,2013,Hyundai,4.106370301029927
465,2013,INFINITI,4.166860060067377
466,2013,Kia,4.174828644471743
467,2013,Lexus,4.457512940745447
468,2013,Mazda,4.24793381825029
469,2013,Mercedes,4.350787334806778
470,2013,Nissan,3.685117830491711
471,2013,Subaru,4.099771906781185
472,2013,Toyota,4.273295184286052
473,2013,Volkswagen,4.252733784519685
474,2014,Acura,4.177020822545369
475,2014,Audi,4.373735580363537
476,2014,BMW,4.340679893432598
477,2014,Chevrolet,4.0103305482200575
478,2014,Ford,3.703352017392643
479,2014,GMC,4.006958637832848
480,2014,Honda,4.108831345495295
481,2014,Hyundai,4.291166091678569
482,2014,INFINITI,3.807341349147493
483,2014,Jeep,3.6115936741982826
484,2014,Kia,4.233157121742581
485,2014,Lexus,4.28854176411208
486,2014,Mazda,4.283142840405704
487,2014,Mercedes,4.454529057917277
488,2014,Nissan,3.765615740297034
489,2014,Subaru,3.9904978602411583
490,2014,Toyota,4.189919942030819
491,2014,Volkswagen,4.121857715221129
492,2015,Acura,3.945357683673509
493,2015,Audi,4.252902146510004
494,2015,BMW,4.296731104280776
495,2015,Buick,4.178049450575816
496,2015,Chevrolet,3.952607600740312
497,2015,Chrysler,3.9795706716993418
498,2015,Dodge,4.110004435693078
499,2015,Ford,3.9671926973802423
500,2015,GMC,3.925927948122147
501,2015,Honda,4.076798898901749
502,2015,Hyundai,4.18984304826977
503,2015,INFINITI,4.171298739355691
504,2015,Jeep,3.4818492128049363
505,2015,Kia,4.21458339738836
506,2015,Lexus,4.331733050702668
507,2015,Mazda,4.233584580330039
508,2015,Mercedes,4.037023069538959
509,2015,Mitsubishi,4.294314540162911
510,2015,Nissan,3.8358052612164104
511,2015,Ram,3.7914135450445903
512,2015,Subaru,4.061381902919168
513,2015,Toyota,4.1826420877520105
514,2015,Volkswagen,4.19800979949509
515,2015,Volvo,4.230908766401532
516,2016,Acura,3.890702433294488
517,2016,Audi,4.438646288673127
518,2016,BMW,4.41519254869319
519,2016,Buick,4.157123103109861
520,2016,Cadillac,4.121671172767571
521,2016,Chevrolet,4.126732382771362
522,2016,Dodge,4.384597656637055
523,2016,Ford,4.014112755904912
524,2016,GMC,4.174654374030878
525,2016,Honda,4.037030356929261
526,2016,Hyundai,4.162153537740273
527,2016,Jeep,3.824044213035793
528,2016,Kia,4.408951965414764
529,2016,Lexus,4.18517421072241
530,2016,Lincoln,4.329707306232816
531,2016,Mazda,4.417169430783376
532,2016,Mercedes,4.238419400900608
533,2016,Nissan,4.0840691501053
534,2016,Ram,4.043085567470134
535,2016,Subaru,4.272717348452323
536,2016,Toyota,4.194170282257897
537,2016,Volkswagen,4.412521805882692
538,2016,Volvo,3.931606203645603
539,2017,Acura,4.1015462955198085
540,2017,Audi,4.279984915102077
541,2017,BMW,4.22486053422522
542,2017,Buick,4.167545144070654
543,2017,Cadillac,4.044175975983817
544,2017,Chevrolet,4.195290870982045
545,2017,Chrysler,4.071015582803667
546,2017,Ford,4.138880658041807
547,2017,GMC,3.934652520869703
548,2017,Honda,4.3252751234348965
549,2017,Hyundai,4.250622409248281
550,2017,Jaguar,4.218910364811071
551,2017,Jeep,3.9920470303693287
552,2017,Kia,4.368103917834988
553,2017,Lexus,3.991543677861059
554,2017,Lincoln,4.386772885155995
555,2017,Mazda,4.538446343051541
556,2017,Mercedes,3.9555371184580936
557,2017,Nissan,4.103183910695506
558,2017,Subaru,4.200545547780141
559,2017,Toyota,4.127626120596146
560,2017,Volkswagen,4.378364363692808
561,2017,Volvo,4.08926102174447
562,2018,Audi,4.267700203358547
563,2018,BMW,4.422199175850395
564,2018,Chevrolet,4.077626868487798
565,2018,Ford,4.393288082230422
566,2018,Honda,4.362395061343161
567,2018,Hyundai,4.475964417699
568,2018,Jeep,3.949979258265355
569,2018,Kia,4.487902664990681
570,2018,Mazda,4.411436727359744
571,2018,Nissan,4.112223732923831
572,2018,Subaru,4.397613803124839
573,2018,Toyota,4.120146999327657
574,2018,Volkswagen,4.117631807548055
575,2018,Volvo,4.188210892076889
